sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80
0	0	19	0	0	0	0	0	0	0	0	0	11	0	0	112	0	42	0	0	0	0	0	0	0	0	0	0	28	56	0	17	0	0	0	0	0	17	0	0	22	0	0	0	0	0	7	50	8	4	0	0	10	0	0	35	0	0	0	10	0	3	0	5	82	20	0	64	0	0	0	13	0	101	0	0	0	0	0	0
0	0	58	179	114	167	64	0	0	392	156	94	111	25	46	343	10	172	0	52	508	51	701	239	268	26	0	451	147	187	13	179	0	169	11	138	338	0	0	0	25	0	11	68	76	0	0	11	1	0	0	0	0	52	36	94	16	1	0	7	247	0	3	0	2	57	51	86	0	97	7	1	0	12	28	34	0	0	20	94
0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
52	63	0	0	0	31	0	22	0	205	29	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	123	0	0	0	86	0	0	0	85	0	0	0	24	0	0	0	0	138	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	124	0	0	0	0	141	0
112	0	26	33	0	0	0	0	0	96	0	0	0	0	41	0	0	50	0	0	101	36	37	127	36	0	76	0	34	21	0	0	0	0	0	16	89	0	0	0	0	0	0	0	40	0	0	0	0	6	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	119	0	0	60	0	0	0	0	0	0	41	0	0	0
0	29	0	0	0	0	0	0	0	88	0	0	0	0	24	0	0	0	12	0	55	0	0	0	0	0	0	4	0	0	7	0	0	0	48	16	59	47	0	0	0	0	37	42	16	0	0	0	0	0	1	0	0	20	0	32	5	0	0	0	28	0	0	93	0	0	0	0	0	320	0	0	0	0	0	0	0	10	93	0
0	0	158	0	52	0	0	0	0	15	0	1	0	0	0	9	8	0	0	26	0	34	54	0	0	16	5	9	98	1	11	0	0	0	12	0	0	18	1	6	0	0	0	1	0	4	2	142	0	0	29	1	0	22	9	805	0	0	0	0	443	4	0	0	155	0	44	39	0	1	0	1	11	0	27	0	1	0	10	812
0	0	0	16	23	30	0	0	0	0	0	0	0	0	33	0	0	0	0	51	0	0	43	0	64	0	0	20	0	0	0	0	0	4	3	0	0	0	0	0	57	0	0	0	0	0	5	0	0	0	0	0	0	0	21	210	0	0	0	0	0	25	0	0	64	0	0	24	0	0	13	0	0	0	0	0	0	137	0	0
303	88	0	45	36	59	0	71	0	16	73	0	34	0	209	415	0	0	0	410	656	153	19	610	118	0	0	40	11	168	6	61	0	51	0	88	99	0	0	159	152	0	0	0	431	0	126	102	0	0	9	0	0	0	61	3	0	0	14	0	293	0	0	79	179	155	426	1289	16	68	155	33	0	399	4	15	0	461	807	604
335	19	118	436	107	66	0	154	0	354	389	6	35	0	0	204	4	73	0	68	0	16	153	96	0	11	45	52	124	0	192	118	0	0	75	23	167	0	0	9	244	10	0	61	1090	47	0	85	128	19	29	124	82	159	17	9	0	6	1	13	788	0	5	132	176	288	121	304	17	2	40	9	0	166	54	0	58	493	25	463
0	0	0	0	0	0	0	0	0	45	0	0	0	0	2	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	32	1	0	0	0	0	0	0	0	9	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	24	56	0	64	0	0	0	30	0	0	0	11	0	33
0	0	0	16	0	20	0	0	0	0	67	0	0	0	0	0	0	0	0	0	70	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	12	0	0	0	0	160	0	30	60	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
0	0	0	0	5	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	9	45	0	14	0	9	0	0	0	0	0	0	0	28	0	4	0	0	21	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0
70	0	0	0	0	0	0	0	0	93	0	0	7	3	0	0	12	0	0	0	0	0	0	0	0	35	0	0	77	43	0	0	0	25	0	52	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	39	70	0	0	0	200	67	0	202	0	0	0	0	0	0	0	0	14	0	0	0
121	0	0	0	21	0	0	0	0	221	114	0	0	0	25	0	0	0	0	20	0	7	8	61	0	0	21	0	0	0	0	48	0	0	0	121	0	0	0	0	0	0	0	0	59	0	0	51	0	0	0	22	0	0	1	0	12	0	0	0	55	0	0	0	20	38	0	107	0	0	0	13	0	0	13	13	0	0	23	174
73	0	0	0	37	0	0	19	0	0	0	0	0	0	52	0	0	31	0	0	42	0	0	0	0	0	0	0	0	8	0	70	0	0	25	64	0	0	0	0	13	0	0	0	0	0	0	22	0	0	0	0	0	0	143	147	0	0	0	103	0	0	0	0	38	31	248	0	0	363	0	0	0	12	0	0	0	0	0	0
0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	270	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	5	0
0	0	0	0	0	1	0	0	0	0	0	0	16	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	7	0	1	0	12	0	0	0	0	1	16	0	7	1	0	14	0	83	0	0	15	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	15	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	8	0	0	0	8	0	3	12	0	0	0	4	0	3	0	4	0	0	6	0
0	0	7	6	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	13	18	0	0	0	10	0	0	0	0	5	0	0	7	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	164	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	80	238
40	0	0	0	0	0	0	0	0	41	62	0	0	0	0	0	0	34	0	0	17	35	11	0	0	0	48	0	0	83	0	37	0	0	0	36	13	0	0	0	6	0	23	0	301	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	43	41	0	0	0	20	0	48	51	36	0	19	0	0	86	0	0	22	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	258	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	108	0	0	0	0	0	0	0	0	0	0
0	19	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	45	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	75	0	18	15	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	57	0	0
0	52	2	41	0	16	0	0	0	100	58	0	0	0	7	0	0	26	0	20	0	0	155	0	0	0	0	0	0	16	0	118	0	4	0	28	0	0	0	0	0	0	0	0	200	0	0	71	17	0	0	9	0	0	0	282	0	0	0	0	235	0	2	0	63	7	3	70	10	14	0	0	0	0	38	0	0	0	41	41
66	0	0	0	48	0	0	2	0	16	257	0	0	0	0	0	0	0	0	0	162	0	0	26	0	0	0	0	0	9	0	0	0	0	66	31	0	4	0	0	24	0	0	0	317	0	0	0	0	0	1	0	0	22	0	0	0	0	0	0	0	0	3	0	58	0	0	0	0	0	0	0	0	0	0	0	0	3	0	64
75	0	5	0	12	0	0	18	0	365	506	0	0	0	70	27	26	0	0	0	279	43	0	0	54	0	223	72	23	21	5	155	0	0	17	197	80	0	0	20	0	0	0	112	157	70	0	221	0	1	0	172	0	0	1	230	18	0	0	0	7	0	0	39	67	29	0	27	0	234	0	53	0	92	661	161	27	92	0	0
0	40	0	0	0	0	0	0	0	236	43	0	0	0	0	0	7	125	0	26	0	120	44	70	0	0	6	106	5	23	0	18	0	0	0	98	29	0	0	0	108	0	6	0	0	20	13	0	53	0	73	0	0	2	0	0	0	0	0	62	0	0	0	0	0	71	184	0	0	40	0	0	0	2	0	0	55	0	26	0
0	0	0	0	4	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	4	0	0	0	0	0	71	0	0	0	0	39	0	0	11	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	52	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
223	0	0	60	74	0	0	0	0	46	0	0	96	0	0	0	0	0	0	0	131	0	70	123	76	0	49	12	58	81	0	66	0	4	0	31	148	0	0	0	234	0	0	30	515	57	126	0	0	0	29	33	0	0	0	207	12	0	0	0	0	0	0	59	0	328	0	280	0	182	46	29	0	120	178	0	20	0	76	3
0	0	2	0	0	0	6	0	0	13	0	0	0	0	0	52	0	0	0	42	0	45	95	43	0	0	0	47	0	50	0	64	0	0	0	0	10	7	0	0	0	0	0	0	0	2	13	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	134	0	80	0	53	0	22	1	0	0	39	0	0	0	55	0	29
0	0	15	0	0	0	0	4	0	88	0	3	0	0	0	0	0	0	23	33	15	58	32	21	0	0	0	0	5	0	0	21	0	0	7	16	0	0	0	10	43	0	0	36	0	0	0	0	0	0	0	43	0	12	27	17	0	0	0	0	0	26	0	0	35	49	46	52	0	0	7	0	0	22	133	11	21	52	63	43
82	22	20	0	0	0	0	0	0	183	112	0	27	0	0	97	0	0	37	0	143	64	0	38	74	0	0	0	0	0	0	0	0	0	21	88	21	10	0	0	73	0	0	0	158	0	0	0	17	5	0	0	0	0	0	143	0	0	0	54	147	0	0	0	0	97	92	0	0	0	0	0	0	91	56	0	34	49	0	0
0	0	0	294	0	0	0	0	0	0	27	0	3	0	9	30	161	31	40	0	3	0	0	265	3	0	615	9	0	22	16	48	0	0	0	102	16	22	0	0	0	0	0	224	68	63	182	1319	0	69	0	17	0	105	66	421	0	0	0	0	56	0	0	0	211	0	99	0	0	257	22	0	0	109	3	124	0	61	1303	0
0	0	0	0	0	0	16	0	0	134	0	0	0	0	0	43	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	10	0	0	0	0
0	0	0	67	0	43	0	17	0	63	42	0	10	0	0	0	11	99	71	0	258	184	83	53	0	0	159	266	0	0	0	38	0	0	0	35	138	0	0	5	47	0	0	36	0	20	0	29	20	0	0	0	0	0	0	245	5	0	0	47	55	0	0	0	42	33	0	168	14	21	0	0	0	187	140	0	0	132	27	69
0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	156	0
0	0	0	72	0	0	0	0	0	250	1	18	0	2	0	114	0	0	0	76	0	45	152	0	0	0	110	26	0	0	0	39	0	3	0	112	117	18	0	0	13	0	0	0	93	0	0	0	0	0	0	40	0	0	3	4	6	0	0	2	141	0	0	0	0	0	231	0	0	55	0	16	0	0	13	13	1	101	23	50
147	12	5	0	0	0	0	0	0	0	0	0	0	0	9	99	121	17	0	0	0	0	0	0	284	2	0	0	0	0	0	9	0	0	55	9	0	4	0	15	1	0	0	0	0	0	119	0	84	0	0	0	94	0	0	0	23	0	0	0	124	0	0	0	0	0	0	0	0	17	72	0	0	0	0	0	0	9	0	0
0	0	0	0	0	60	0	0	0	139	204	0	0	0	71	0	0	333	83	0	117	0	44	78	0	0	152	84	0	0	0	0	0	0	0	0	0	0	0	27	60	0	0	0	92	10	0	0	84	0	80	118	24	0	91	0	0	0	0	0	0	33	0	136	124	144	195	52	0	153	25	22	0	314	490	50	139	0	101	83
39	20	43	31	33	0	0	9	0	140	52	36	30	0	43	108	0	0	0	25	79	25	0	94	109	18	0	0	40	0	12	45	0	0	49	133	9	0	0	0	0	0	0	0	94	0	0	126	44	0	26	81	0	17	0	62	0	0	0	53	73	0	0	0	93	48	0	28	10	31	0	9	0	0	64	32	0	0	0	0
0	37	0	30	0	0	0	0	0	86	55	0	0	0	11	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	17	0	15	0	0	105	0	0	0	0	79	0	0	0	67	74	0	74	0	0	0	0	0	55	0	0	0	0	0	88
7	44	0	0	0	0	0	17	0	0	0	14	13	0	19	0	30	49	0	27	0	34	0	0	3	0	0	0	32	20	0	151	0	0	0	38	55	5	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	8	20	47	12	0	0	19	68	4	7	0	0	6	0	26	0	10	0	0	0	62	13	0	16	0	29	0
147	0	0	0	20	0	0	0	0	78	0	0	0	0	0	0	0	40	2	113	38	0	0	20	0	0	0	0	88	41	7	0	0	2	0	45	23	0	0	11	44	0	8	0	49	0	0	0	0	0	0	23	0	17	0	33	0	0	0	0	125	23	0	0	0	85	60	74	0	0	18	80	0	71	213	4	0	0	0	0
233	0	281	0	11	0	0	0	0	0	18	0	113	0	0	233	0	71	0	0	397	36	73	102	0	0	1	48	0	0	0	0	0	0	0	42	0	0	0	0	37	0	0	0	179	0	115	0	43	0	0	76	20	0	118	954	0	0	0	13	763	0	0	0	539	0	0	88	0	148	0	26	0	373	105	14	37	385	0	16
0	0	22	0	0	54	0	0	0	0	0	0	0	0	0	292	0	1	157	0	54	0	218	95	203	18	164	3	2	2	0	159	0	5	69	51	91	0	0	17	323	0	0	0	0	5	0	6	0	0	0	0	0	0	0	37	0	0	21	47	341	85	0	0	82	424	1	48	5	0	0	0	0	144	3	0	129	143	40	215
0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	3	0	0	34	51	17	31	0	0	0	0	15	7	0	0	0	0	0	15	23	18	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	52
0	0	34	38	0	0	0	0	0	63	30	0	0	0	11	72	0	0	0	77	0	16	0	165	66	8	129	147	0	35	0	15	0	0	0	0	52	0	0	0	0	0	0	0	120	0	25	27	0	8	0	0	0	10	0	0	0	0	0	0	16	0	0	0	89	94	0	36	0	89	0	14	0	0	0	0	0	56	22	0
0	10	0	0	12	0	0	0	0	67	0	0	14	0	25	21	0	24	0	0	0	0	0	24	0	5	28	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	24
0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	25	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	23	0	6	0	0	10	0	0	8	0	21	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	711	0	0	0	0	0
18	0	0	63	0	145	0	0	0	1	0	11	0	0	9	14	0	0	0	25	0	0	46	35	0	4	0	0	0	0	4	36	0	6	0	0	47	0	0	0	222	0	47	0	158	0	0	95	0	0	0	10	0	27	0	162	0	0	0	34	241	0	0	0	0	56	0	164	0	69	2	0	0	100	92	0	10	0	5	92
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
120	0	0	0	0	0	0	0	0	34	66	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	190	10	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	112	0	4	0	0	39	55	0	0	0	0	13	0	0	0	0	0	0	180	69
3	9	0	45	0	0	0	0	0	13	28	0	30	0	20	0	0	0	2	0	0	6	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	38	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	14	0	49	0	0	18	41	0	0
0	67	0	0	77	0	0	33	0	64	77	0	7	0	2	0	0	28	0	0	82	35	122	23	44	0	137	0	51	7	0	53	0	0	0	20	32	0	0	0	25	0	0	0	0	9	40	0	53	0	49	0	0	1	0	0	0	0	0	0	234	0	0	39	154	61	164	108	0	0	5	0	0	0	0	0	0	0	0	0
31	0	0	3	0	22	0	0	0	176	0	0	0	0	0	0	0	36	10	0	14	40	43	0	0	0	0	0	0	17	5	5	0	0	28	21	67	0	0	0	0	0	0	0	340	0	0	239	0	0	0	0	0	0	0	206	17	0	0	0	0	0	0	204	0	134	0	266	0	0	0	0	0	63	0	0	0	0	31	0
342	0	0	4	0	26	0	0	0	0	1007	0	0	0	42	52	199	0	0	218	0	0	0	0	0	0	98	0	0	0	0	0	0	42	0	7	0	27	0	0	0	0	0	0	5	0	0	0	59	0	7	0	0	162	0	0	0	0	0	10	0	0	0	0	99	0	0	0	0	0	0	0	0	194	20	0	3	1526	392	0
0	0	0	146	0	0	0	0	0	0	90	32	0	0	5	71	0	27	0	7	0	73	38	123	0	0	0	107	0	0	0	0	0	41	74	15	0	0	3	0	12	3	0	0	99	22	32	31	5	0	0	0	20	0	0	125	0	0	0	0	0	0	10	50	54	160	53	344	0	34	34	15	0	269	0	0	0	142	31	0
6	12	2	3	6	5	3	4	0	0	7	1	1	1	0	0	1	15	8	3	16	3	0	19	16	0	17	8	6	0	1	9	0	4	6	9	7	3	0	6	7	0	4	0	27	6	0	6	6	1	4	0	0	0	1	5	0	0	1	0	7	5	2	8	11	7	29	18	1	15	0	3	1	15	12	2	1	3	7	0
22	26	14	682	51	75	24	2	0	339	736	29	36	0	292	136	16	272	41	130	158	369	0	99	1002	0	578	334	127	227	0	182	0	119	14	240	1420	75	3	0	590	0	107	8	121	286	132	775	21	52	36	301	26	29	164	209	71	40	35	29	57	287	82	109	1738	78	184	107	285	113	169	16	0	555	99	17	319	179	557	1420
74	0	12	0	0	0	0	21	0	73	27	0	12	0	0	163	0	0	0	70	25	0	36	0	78	0	0	114	26	0	0	0	0	0	34	30	29	0	0	0	0	0	0	12	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	248	0	0	40	0	0	0	160	0	0	0	0	3	40	162	0	17	0	0	37
63	0	85	410	47	74	0	2	0	554	0	0	0	0	7	154	0	35	78	0	153	60	28	40	0	0	371	114	134	0	0	0	0	1	14	77	0	203	0	0	21	0	0	19	322	0	41	156	6	151	135	2	0	5	0	116	0	0	0	0	236	2	0	0	137	362	304	502	0	0	19	0	0	455	0	0	0	0	79	0
119	0	0	194	131	244	0	0	0	173	268	51	365	0	0	400	0	325	297	185	0	177	0	453	169	0	393	114	175	395	100	0	0	0	0	25	73	243	0	84	827	0	0	53	758	533	0	205	231	0	156	258	0	62	65	1472	146	0	0	0	50	0	0	169	850	397	654	160	0	458	0	0	0	161	62	70	47	398	1386	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
262	20	35	72	62	146	20	108	0	185	228	107	114	0	294	469	39	0	54	0	524	396	85	67	274	47	72	74	199	173	0	319	0	73	201	341	60	40	0	29	798	0	0	322	488	134	124	300	101	24	168	293	110	0	0	463	110	0	0	254	368	0	64	286	1267	237	143	275	228	233	12	0	0	212	308	259	415	505	262	417
347	182	0	674	267	207	203	253	0	618	965	112	0	22	1298	868	57	430	250	128	181	2170	3489	462	473	180	1023	2708	206	124	0	1473	6	384	119	0	266	209	0	25	196	0	22	212	274	643	252	1441	14	6	22	511	220	0	506	2349	76	41	0	165	1421	169	0	365	1158	1361	510	4680	94	703	0	245	0	262	1064	154	827	3479	2176	395
61	0	0	109	68	135	0	0	0	56	0	0	19	0	32	180	0	0	82	71	69	63	135	0	67	48	124	136	150	43	0	0	0	0	0	25	99	0	0	0	117	8	0	186	126	0	0	144	0	0	0	36	17	30	46	35	0	0	0	0	372	28	0	0	217	0	180	102	25	196	0	0	0	202	166	0	135	31	0	25
43	0	115	270	0	4	16	0	0	58	0	47	0	0	5	0	0	56	21	170	834	192	149	812	77	0	28	99	0	192	0	105	5	0	0	30	785	244	0	0	142	0	0	129	358	6	32	81	17	0	0	100	270	382	0	71	0	0	0	11	1	111	0	159	421	0	0	114	128	216	0	15	0	239	82	14	25	0	0	24
2	0	104	1	0	0	0	0	0	366	91	0	0	0	0	0	0	309	0	47	0	0	306	367	0	0	271	9	0	184	0	0	0	51	0	0	0	153	0	37	0	0	0	0	246	0	0	79	0	0	0	158	0	0	3	0	0	0	0	0	0	0	0	0	726	26	46	52	0	548	0	0	0	49	15	0	33	144	181	0
450	67	184	151	209	5	47	103	0	95	216	0	148	0	99	98	102	101	187	0	252	51	184	25	254	32	117	193	0	146	6	205	0	37	45	233	363	53	0	30	15	5	0	105	253	102	142	283	210	60	42	37	17	97	0	463	142	0	1	0	96	0	0	155	286	198	358	194	50	374	0	0	25	691	0	0	106	327	149	303
138	0	42	0	0	0	0	0	0	175	73	40	0	0	0	48	0	0	0	0	0	34	0	24	52	0	0	0	8	0	0	0	0	92	83	76	29	68	0	0	150	0	53	0	201	0	0	0	0	36	0	126	25	48	56	351	0	3	0	177	105	0	0	0	59	161	502	111	1	116	1	61	0	93	0	0	0	149	220	111
24	0	0	0	0	0	0	0	0	24	171	0	0	0	19	26	0	0	0	5	0	2	7	0	88	0	218	0	8	0	28	0	0	0	0	153	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	24	1	0	0	0	1	0	0	0	0	0	0	232	642	35	0	0	0	0	9	0	0	0	579	0	0
35	0	0	0	0	0	0	0	0	0	42	0	18	0	0	0	0	0	2	0	0	0	0	0	0	16	0	46	0	18	0	0	0	5	10	19	27	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	7	0	0	144	0	0	2	0	0	0	0	0	32	0	15	0	0	7	0	0	0	0	22	0	0	0	47	0
0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	12	0	0	37	28	0	0	0	0	0	112	0	0	0	0	0	0	0	1	0	7	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	10	0	0	46	0	0	0	0	0	0	0	0	0	166	0	127	5	0	0	0	0	35	0	0	0	0	0	54
110	0	0	242	0	177	28	0	0	115	93	0	0	0	132	171	0	0	81	113	0	162	93	0	266	0	101	312	17	39	0	148	0	0	0	290	0	0	0	44	130	0	0	0	0	7	54	139	0	0	61	46	0	19	97	0	0	0	0	68	197	20	36	0	291	563	0	208	0	155	15	82	0	140	69	75	57	163	219	171
0	0	0	103	0	0	0	0	0	59	23	0	7	0	8	0	0	40	0	0	0	0	42	0	24	0	0	8	16	12	0	10	0	0	0	23	32	0	2	0	15	0	0	8	0	0	20	43	0	0	0	10	0	24	7	16	0	0	0	0	75	0	0	28	0	37	0	41	11	0	0	0	0	27	11	0	0	0	105	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	4	0	0	0	0	177	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	4	0	212	0	0	242	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23	65	64	3	28	0	0	0	0	0	453	1	0	0	0	0	3
317	0	0	0	0	37	0	0	0	219	86	0	0	0	39	124	12	113	0	0	154	99	158	101	85	0	292	276	18	70	28	0	0	72	92	0	63	0	0	69	195	0	0	197	305	0	0	129	0	36	0	0	0	34	0	298	0	0	0	88	131	0	15	253	80	64	0	231	20	75	17	43	13	39	192	36	0	84	129	103
108	20	57	20	13	13	0	0	0	0	0	0	60	0	0	28	0	0	75	0	0	0	3	0	111	0	74	63	107	0	3	0	0	0	0	117	0	0	0	24	0	0	10	27	183	0	0	0	0	0	0	4	0	0	0	132	0	0	4	46	148	0	0	0	53	10	134	0	0	0	10	0	0	16	84	0	0	84	0	22
269	111	19	133	137	79	22	32	0	498	259	25	96	39	100	221	41	241	70	0	160	185	364	265	328	65	215	0	149	129	23	146	0	0	102	323	96	108	0	0	141	26	47	126	646	77	0	227	68	54	51	123	52	47	0	489	0	17	18	0	359	0	0	90	304	217	256	165	40	416	59	82	21	190	256	87	0	284	244	251
0	90	0	0	71	21	18	0	0	129	57	0	0	0	56	91	6	0	9	160	0	38	0	0	50	0	36	0	0	80	16	0	0	0	0	0	40	27	0	0	161	0	0	14	41	15	0	0	19	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	34	34	24	54	0	1	9	0	1	0	131	5	5	0	11	40
44	0	0	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	7	0	17	0	35	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	4	258	18	0	0	0	0	0	131	0	0	0	0	1	18
8	0	0	41	54	101	0	0	0	64	0	0	29	0	27	47	0	220	0	42	0	185	0	95	126	0	50	79	43	0	0	0	0	0	0	198	78	24	0	19	8	0	0	0	129	0	0	61	14	0	0	13	33	0	0	173	34	0	0	0	11	18	0	90	58	0	94	76	44	94	0	14	0	0	48	0	0	44	0	80
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
